TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,MRG,REGULARITY,CHURN
K > 24 month,5350.0,13.0,5347.0,1782.0,17.0,0.0,225.0,171.0,NO,60,0
K > 24 month,8650.0,22.0,9050.0,3017.0,25.0,1672.0,239.0,215.0,NO,54,0
K > 24 month,11300.0,23.0,11293.0,3764.0,36.0,19678.0,13.0,21.0,NO,52,0
K > 24 month,15200.0,28.0,15309.0,5103.0,31.0,0.0,623.0,250.0,NO,61,0
K > 24 month,5300.0,31.0,5200.0,1733.0,34.0,4759.0,0.0,13.0,NO,53,0
K > 24 month,11400.0,21.0,12402.0,4134.0,31.0,15352.0,371.0,184.0,NO,62,0
K > 24 month,5850.0,7.0,6331.0,2110.0,14.0,7012.0,16.0,162.0,NO,61,0
K > 24 month,2300.0,5.0,2300.0,767.0,10.0,16.0,6.0,8.0,NO,48,0
K > 24 month,17400.0,49.0,17902.0,5967.0,57.0,48691.0,1257.0,258.0,NO,61,0
K > 24 month,8400.0,20.0,7492.0,2497.0,21.0,3754.0,84.0,119.0,NO,53,0
K > 24 month,600.0,2.0,399.0,133.0,2.0,0.0,3.0,1.0,NO,43,0
K > 24 month,6000.0,9.0,5978.0,1993.0,15.0,7516.0,2.0,5.0,NO,60,0
K > 24 month,3200.0,8.0,4079.0,1360.0,10.0,5377.0,2.0,41.0,NO,54,0
K > 24 month,3050.0,10.0,2850.0,950.0,13.0,1797.0,5.0,4.0,NO,48,0
K > 24 month,11500.0,16.0,11499.0,3833.0,16.0,5.0,995.0,605.0,NO,57,0
K > 24 month,1700.0,3.0,1700.0,567.0,4.0,1553.0,21.0,30.0,NO,22,0
K > 24 month,8000.0,7.0,8000.0,2667.0,10.0,1536.0,427.0,144.0,NO,45,0
K > 24 month,17800.0,36.0,19299.0,6433.0,40.0,64.0,44.0,523.0,NO,62,0
K > 24 month,2000.0,2.0,1006.0,335.0,3.0,0.0,28.0,8.0,NO,12,0
K > 24 month,21000.0,35.0,21304.0,7101.0,38.0,21227.0,1.0,462.0,NO,62,0
K > 24 month,10000.0,19.0,9900.0,3300.0,20.0,0.0,337.0,333.0,NO,55,0
K > 24 month,19100.0,38.0,18008.0,6003.0,64.0,0.0,8686.0,244.0,NO,62,0
I 18-21 month,500.0,1.0,500.0,167.0,1.0,4.0,2.0,6.0,NO,6,0
K > 24 month,2700.0,4.0,2700.0,900.0,6.0,1429.0,11.0,2.0,NO,52,0
K > 24 month,4500.0,7.0,3491.0,1164.0,14.0,0.0,96.0,39.0,NO,25,0
K > 24 month,4450.0,23.0,3657.0,1219.0,27.0,0.0,8.0,35.0,NO,57,0
H 15-18 month,900.0,5.0,1002.0,334.0,7.0,660.0,2.0,1.0,NO,33,0
K > 24 month,1100.0,6.0,1086.0,362.0,8.0,1247.0,6.0,2.0,NO,11,0
K > 24 month,3500.0,6.0,3300.0,1100.0,8.0,1427.0,38.0,36.0,NO,54,0
K > 24 month,10800.0,25.0,10100.0,3367.0,27.0,0.0,608.0,448.0,NO,61,0
K > 24 month,4000.0,8.0,4000.0,1333.0,8.0,0.0,184.0,110.0,NO,29,0
K > 24 month,2000.0,6.0,1850.0,617.0,6.0,0.0,153.0,8.0,NO,61,0
K > 24 month,200.0,1.0,222.0,74.0,2.0,0.0,10.0,5.0,NO,28,0
K > 24 month,5500.0,10.0,6501.0,2167.0,13.0,18.0,80.0,128.0,NO,61,0
K > 24 month,28000.0,26.0,29517.0,9839.0,29.0,21313.0,20.0,400.0,NO,62,0
K > 24 month,24500.0,39.0,24790.0,8263.0,42.0,4816.0,294.0,411.0,NO,55,0
K > 24 month,3000.0,1.0,3000.0,1000.0,1.0,3561.0,703.0,251.0,NO,45,0
K > 24 month,7300.0,19.0,7790.0,2597.0,22.0,5767.0,12.0,12.0,NO,62,0
K > 24 month,10000.0,18.0,10497.0,3499.0,23.0,0.0,176.0,154.0,NO,62,0
K > 24 month,19200.0,59.0,19396.0,6465.0,76.0,3336.0,37.0,39.0,NO,60,0
K > 24 month,8500.0,24.0,7625.0,2542.0,32.0,3822.0,2.0,23.0,NO,62,0
K > 24 month,1950.0,5.0,1654.0,551.0,5.0,1023.0,43.0,19.0,NO,44,0
K > 24 month,4250.0,9.0,4429.0,1476.0,14.0,2030.0,18.0,38.0,NO,60,0
K > 24 month,850.0,3.0,850.0,283.0,3.0,51.0,1.0,28.0,NO,8,0
K > 24 month,12800.0,38.0,12801.0,4267.0,46.0,0.0,953.0,130.0,NO,60,0
K > 24 month,13500.0,28.0,14231.0,4744.0,40.0,0.0,382.0,231.0,NO,42,0
K > 24 month,4350.0,14.0,4091.0,1364.0,22.0,0.0,664.0,73.0,NO,61,0
K > 24 month,23000.0,67.0,23196.0,7732.0,64.0,4862.0,446.0,145.0,NO,62,0
K > 24 month,2800.0,3.0,2054.0,685.0,9.0,1552.0,5.0,13.0,NO,62,0
K > 24 month,2500.0,10.0,2501.0,834.0,15.0,0.0,26.0,44.0,NO,26,0
K > 24 month,5250.0,11.0,5241.0,1747.0,12.0,7674.0,85.0,45.0,NO,61,0
K > 24 month,1300.0,5.0,1500.0,500.0,6.0,0.0,236.0,41.0,NO,55,0
H 15-18 month,23500.0,74.0,22768.0,7589.0,79.0,7828.0,990.0,585.0,NO,62,0
K > 24 month,17500.0,22.0,18472.0,6157.0,34.0,341.0,244.0,591.0,NO,55,0
K > 24 month,6500.0,29.0,6500.0,2167.0,31.0,0.0,180.0,233.0,NO,57,0
K > 24 month,11700.0,41.0,12461.0,4154.0,47.0,1166.0,2024.0,283.0,NO,62,0
K > 24 month,38800.0,37.0,42300.0,14100.0,37.0,0.0,718.0,73.0,NO,60,0
K > 24 month,10700.0,21.0,12979.0,4326.0,31.0,15783.0,22.0,87.0,NO,60,0
K > 24 month,2000.0,4.0,2000.0,667.0,4.0,98.0,48.0,57.0,NO,25,0
K > 24 month,23000.0,36.0,23492.0,7831.0,44.0,0.0,104.0,278.0,NO,62,0
K > 24 month,27300.0,59.0,27489.0,9163.0,56.0,25128.0,5.0,3.0,NO,62,0
K > 24 month,7500.0,14.0,7500.0,2500.0,14.0,0.0,378.0,6.0,NO,47,0
K > 24 month,9000.0,21.0,9219.0,3073.0,27.0,1559.0,43.0,141.0,NO,58,0
K > 24 month,1450.0,4.0,1470.0,490.0,4.0,1026.0,1.0,4.0,NO,19,0
K > 24 month,5400.0,32.0,5501.0,1834.0,35.0,3961.0,0.0,5.0,NO,45,0
K > 24 month,1950.0,7.0,1625.0,542.0,11.0,0.0,38.0,8.0,NO,45,0
K > 24 month,3550.0,27.0,3544.0,1181.0,32.0,1019.0,52.0,14.0,NO,51,0
K > 24 month,8000.0,13.0,7989.0,2663.0,14.0,2711.0,214.0,27.0,NO,60,0
K > 24 month,2700.0,8.0,2900.0,967.0,12.0,6767.0,1.0,29.0,NO,27,0
K > 24 month,8000.0,15.0,7998.0,2666.0,19.0,0.0,52.0,157.0,NO,48,0
K > 24 month,1900.0,5.0,1911.0,637.0,6.0,3081.0,0.0,1.0,NO,21,0
K > 24 month,2000.0,5.0,1800.0,600.0,6.0,1603.0,156.0,82.0,NO,53,0
K > 24 month,4100.0,9.0,3951.0,1317.0,11.0,0.0,39.0,130.0,NO,56,0
K > 24 month,4000.0,24.0,3998.0,1333.0,35.0,1158.0,12.0,10.0,NO,50,0
K > 24 month,1900.0,9.0,1901.0,634.0,12.0,368.0,2.0,5.0,NO,45,0
K > 24 month,2400.0,8.0,2900.0,967.0,11.0,2024.0,20.0,9.0,NO,45,0
K > 24 month,1000.0,4.0,1018.0,339.0,7.0,1120.0,2.0,1.0,NO,20,0
K > 24 month,11000.0,19.0,10971.0,3657.0,24.0,12356.0,90.0,125.0,NO,62,0
K > 24 month,6200.0,13.0,5699.0,1900.0,19.0,1304.0,146.0,88.0,NO,55,0
J 21-24 month,7400.0,13.0,7401.0,2467.0,19.0,9469.0,5.0,54.0,NO,62,0
K > 24 month,21000.0,42.0,21500.0,7167.0,44.0,0.0,1556.0,1642.0,NO,60,0
K > 24 month,2950.0,7.0,2952.0,984.0,10.0,2250.0,6.0,5.0,NO,45,0
K > 24 month,1500.0,3.0,1100.0,367.0,3.0,0.0,14.0,2.0,NO,34,0
K > 24 month,11000.0,22.0,10962.0,3654.0,26.0,24177.0,0.0,1.0,NO,60,0
K > 24 month,4450.0,6.0,4179.0,1393.0,11.0,8144.0,4.0,22.0,NO,62,0
K > 24 month,3500.0,7.0,3448.0,1149.0,8.0,8879.0,3.0,8.0,NO,44,0
K > 24 month,15650.0,47.0,16148.0,5383.0,46.0,3737.0,6678.0,74.0,NO,57,0
K > 24 month,1100.0,3.0,1019.0,340.0,3.0,0.0,53.0,37.0,NO,14,0
K > 24 month,4100.0,16.0,3956.0,1319.0,19.0,2562.0,46.0,1.0,NO,62,0
K > 24 month,2700.0,11.0,2900.0,967.0,16.0,263.0,15.0,21.0,NO,37,0
K > 24 month,12100.0,22.0,11600.0,3867.0,27.0,6020.0,1.0,2.0,NO,57,0
K > 24 month,6450.0,30.0,6819.0,2273.0,34.0,0.0,134.0,52.0,NO,39,0
K > 24 month,10000.0,2.0,13762.0,4587.0,11.0,4.0,102.0,310.0,NO,46,0
K > 24 month,6050.0,23.0,6750.0,2250.0,26.0,0.0,438.0,128.0,NO,62,0
K > 24 month,7050.0,24.0,7450.0,2483.0,25.0,1015.0,123.0,117.0,NO,44,0
K > 24 month,7650.0,33.0,9350.0,3117.0,37.0,2609.0,1787.0,230.0,NO,62,0
E 6-9 month,1100.0,3.0,1099.0,366.0,17.0,12.0,4.0,8.0,NO,25,0
H 15-18 month,15000.0,37.0,12188.0,4063.0,40.0,1.0,4169.0,249.0,NO,60,0
I 18-21 month,17050.0,67.0,18540.0,6180.0,77.0,22797.0,24.0,201.0,NO,62,0
K > 24 month,6100.0,13.0,6100.0,2033.0,13.0,368.0,27.0,97.0,NO,48,0
K > 24 month,6100.0,11.0,6095.0,2032.0,13.0,761.0,6.0,18.0,NO,38,0
K > 24 month,4000.0,6.0,4215.0,1405.0,15.0,5686.0,4.0,5.0,NO,62,0
K > 24 month,2700.0,9.0,2502.0,834.0,10.0,0.0,2586.0,33.0,NO,61,0
K > 24 month,3800.0,2.0,2819.0,940.0,7.0,209.0,553.0,155.0,NO,54,0
K > 24 month,3500.0,11.0,3485.0,1162.0,17.0,67.0,3850.0,13.0,NO,58,0
K > 24 month,12800.0,26.0,13799.0,4600.0,29.0,212.0,901.0,176.0,NO,62,0
K > 24 month,9300.0,35.0,10100.0,3367.0,40.0,62.0,893.0,192.0,NO,47,0
K > 24 month,800.0,4.0,800.0,267.0,4.0,0.0,34.0,11.0,NO,44,0
K > 24 month,3000.0,6.0,3500.0,1167.0,7.0,473.0,98.0,37.0,NO,32,0
K > 24 month,3000.0,3.0,3000.0,1000.0,3.0,0.0,228.0,17.0,NO,58,0
K > 24 month,15800.0,40.0,16500.0,5500.0,42.0,104.0,1547.0,72.0,NO,62,0
K > 24 month,10000.0,15.0,10501.0,3500.0,16.0,1115.0,212.0,380.0,NO,52,0
K > 24 month,2800.0,10.0,2296.0,765.0,10.0,1362.0,10.0,2.0,NO,61,0
K > 24 month,2000.0,3.0,1980.0,660.0,6.0,0.0,41.0,11.0,NO,60,0
H 15-18 month,10600.0,18.0,10844.0,3615.0,42.0,13757.0,11.0,25.0,NO,62,0
K > 24 month,4700.0,19.0,5003.0,1668.0,25.0,606.0,214.0,62.0,NO,47,0
K > 24 month,4500.0,8.0,5238.0,1746.0,13.0,7498.0,2.0,3.0,NO,59,0
K > 24 month,3500.0,7.0,3652.0,1217.0,9.0,0.0,360.0,48.0,NO,60,0
K > 24 month,9200.0,14.0,9692.0,3231.0,25.0,13449.0,93.0,19.0,NO,62,0
K > 24 month,31850.0,46.0,32048.0,10683.0,47.0,0.0,800.0,1030.0,NO,61,0
K > 24 month,10182.0,19.0,9041.0,3014.0,23.0,0.0,66.0,73.0,NO,62,0
K > 24 month,6200.0,29.0,6477.0,2159.0,44.0,165.0,4.0,31.0,NO,45,0
K > 24 month,1600.0,2.0,41345.0,13782.0,8.0,929.0,28.0,293.0,NO,60,0
K > 24 month,3000.0,6.0,3512.0,1171.0,11.0,9185.0,0.0,0.0,NO,24,0
K > 24 month,2150.0,8.0,2351.0,784.0,14.0,115.0,7.0,17.0,NO,25,0
K > 24 month,2000.0,4.0,1999.0,666.0,4.0,647.0,102.0,10.0,NO,53,0
K > 24 month,4500.0,15.0,4498.0,1499.0,18.0,3930.0,13.0,54.0,NO,46,0
K > 24 month,4200.0,12.0,3619.0,1206.0,11.0,1.0,81.0,2.0,NO,43,0
K > 24 month,800.0,4.0,784.0,261.0,4.0,0.0,232.0,21.0,NO,56,0
K > 24 month,6500.0,3.0,8910.0,2970.0,9.0,175.0,344.0,380.0,NO,58,0
K > 24 month,2000.0,3.0,1516.0,505.0,5.0,141.0,15.0,25.0,NO,7,0
K > 24 month,8700.0,21.0,8691.0,2897.0,27.0,21853.0,58.0,0.0,NO,61,0
K > 24 month,6500.0,8.0,6010.0,2003.0,12.0,12164.0,4.0,16.0,NO,62,0
K > 24 month,2000.0,4.0,2000.0,667.0,4.0,1.0,0.0,90.0,NO,20,0
K > 24 month,3000.0,15.0,2267.0,756.0,20.0,3.0,23.0,1.0,NO,48,0
K > 24 month,30150.0,49.0,30936.0,10312.0,53.0,0.0,389.0,119.0,NO,62,0
K > 24 month,5750.0,17.0,5750.0,1917.0,19.0,4324.0,110.0,155.0,NO,44,0
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,44.0,47.0,NO,20,0
K > 24 month,1400.0,12.0,1474.0,491.0,29.0,333.0,4.0,10.0,NO,52,0
K > 24 month,5000.0,6.0,5042.0,1681.0,7.0,15878.0,115.0,472.0,NO,62,0
K > 24 month,7800.0,30.0,8049.0,2683.0,33.0,255.0,3796.0,398.0,NO,56,0
G 12-15 month,8350.0,30.0,8855.0,2952.0,37.0,22629.0,109.0,8.0,NO,59,0
K > 24 month,7000.0,15.0,7012.0,2337.0,25.0,8610.0,3.0,16.0,NO,62,0
K > 24 month,4100.0,5.0,3979.0,1326.0,7.0,7772.0,0.0,15.0,NO,62,0
K > 24 month,13300.0,46.0,13100.0,4367.0,54.0,0.0,2936.0,257.0,NO,62,0
K > 24 month,1800.0,6.0,1746.0,582.0,6.0,684.0,33.0,56.0,NO,28,0
K > 24 month,3300.0,7.0,3301.0,1100.0,7.0,1947.0,8.0,74.0,NO,11,0
K > 24 month,9750.0,20.0,9749.0,3250.0,21.0,0.0,29.0,293.0,NO,45,0
K > 24 month,2000.0,3.0,1983.0,661.0,6.0,1041.0,36.0,47.0,NO,23,0
K > 24 month,3500.0,7.0,3526.0,1175.0,11.0,4965.0,0.0,2.0,NO,47,0
K > 24 month,2550.0,7.0,2800.0,933.0,7.0,630.0,120.0,36.0,NO,56,0
K > 24 month,2000.0,3.0,1984.0,661.0,5.0,2229.0,29.0,0.0,NO,17,0
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,30.0,19.0,NO,35,0
K > 24 month,800.0,4.0,1301.0,434.0,7.0,1.0,370.0,24.0,NO,47,0
K > 24 month,25500.0,42.0,29796.0,9932.0,56.0,15207.0,17.0,6.0,NO,62,0
K > 24 month,29850.0,50.0,30049.0,10016.0,48.0,1.0,1793.0,723.0,NO,62,0
K > 24 month,13000.0,13.0,13000.0,4333.0,15.0,0.0,1074.0,31.0,NO,62,0
K > 24 month,1700.0,3.0,2051.0,684.0,5.0,0.0,3.0,29.0,NO,48,0
K > 24 month,1500.0,3.0,1501.0,500.0,5.0,3.0,28.0,24.0,NO,42,0
K > 24 month,8200.0,17.0,8200.0,2733.0,18.0,0.0,28.0,101.0,NO,52,0
K > 24 month,3000.0,1.0,3012.0,1004.0,2.0,1036.0,35.0,131.0,NO,30,0
K > 24 month,19900.0,39.0,20751.0,6917.0,47.0,22343.0,31.0,185.0,NO,62,0
K > 24 month,3500.0,7.0,4000.0,1333.0,8.0,1.0,116.0,153.0,NO,29,0
K > 24 month,4500.0,8.0,4282.0,1427.0,8.0,1.0,153.0,141.0,NO,34,0
K > 24 month,19300.0,54.0,20909.0,6970.0,56.0,45504.0,6.0,117.0,NO,62,0
K > 24 month,3000.0,6.0,3001.0,1000.0,8.0,2.0,111.0,39.0,NO,3,0
K > 24 month,1449.0,7.0,1836.0,612.0,8.0,1774.0,8.0,2.0,NO,43,0
K > 24 month,3500.0,7.0,3500.0,1167.0,7.0,0.0,32.0,62.0,NO,28,0
I 18-21 month,11700.0,19.0,12804.0,4268.0,27.0,10.0,325.0,240.0,NO,61,0
K > 24 month,6200.0,17.0,7899.0,2633.0,18.0,4264.0,1.0,34.0,NO,36,0
K > 24 month,5200.0,21.0,5201.0,1734.0,21.0,0.0,216.0,254.0,NO,39,0
K > 24 month,7050.0,16.0,6312.0,2104.0,16.0,516.0,144.0,114.0,NO,57,0
F 9-12 month,3900.0,12.0,3892.0,1297.0,17.0,5051.0,263.0,41.0,NO,52,0
K > 24 month,17000.0,32.0,17473.0,5824.0,37.0,44176.0,4.0,1.0,NO,62,0
K > 24 month,2000.0,4.0,2797.0,932.0,5.0,4761.0,7.0,35.0,NO,62,0
K > 24 month,25900.0,81.0,26649.0,8883.0,86.0,0.0,10364.0,715.0,NO,62,0
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,2991.0,12.0,11.0,NO,7,0
K > 24 month,6000.0,6.0,5997.0,1999.0,26.0,3.0,1.0,37.0,NO,37,0
K > 24 month,11500.0,21.0,11199.0,3733.0,21.0,0.0,97.0,241.0,NO,49,0
H 15-18 month,2900.0,8.0,2225.0,742.0,9.0,1472.0,10.0,5.0,NO,54,0
K > 24 month,11000.0,12.0,11000.0,3667.0,18.0,50700.0,7.0,28.0,NO,52,0
K > 24 month,2000.0,4.0,2000.0,667.0,7.0,227.0,87.0,49.0,NO,21,0
K > 24 month,2200.0,8.0,2200.0,733.0,9.0,0.0,490.0,74.0,NO,24,0
K > 24 month,3050.0,11.0,3041.0,1014.0,11.0,3625.0,55.0,1.0,NO,18,0
K > 24 month,2000.0,4.0,2001.0,667.0,5.0,0.0,62.0,66.0,NO,53,0
K > 24 month,1000.0,2.0,1501.0,500.0,3.0,0.0,17.0,14.0,NO,28,0
K > 24 month,3000.0,6.0,2953.0,984.0,10.0,1706.0,2.0,12.0,NO,30,0
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,2.0,210.0,5.0,NO,44,0
J 21-24 month,3500.0,7.0,3500.0,1167.0,7.0,0.0,6.0,104.0,NO,30,0
K > 24 month,16000.0,19.0,16699.0,5566.0,23.0,0.0,1187.0,3.0,NO,62,0
H 15-18 month,12500.0,13.0,13504.0,4501.0,15.0,58725.0,4.0,16.0,NO,60,0
I 18-21 month,1200.0,3.0,1200.0,400.0,3.0,0.0,38.0,36.0,NO,20,0
K > 24 month,11500.0,20.0,13691.0,4564.0,24.0,5600.0,5715.0,17.0,NO,62,0
K > 24 month,250.0,1.0,251.0,84.0,2.0,0.0,0.0,0.0,NO,30,0
K > 24 month,15200.0,34.0,15716.0,5239.0,33.0,0.0,265.0,311.0,NO,54,0
K > 24 month,2400.0,8.0,2399.0,800.0,9.0,0.0,74.0,14.0,NO,59,0
K > 24 month,2300.0,9.0,2296.0,765.0,10.0,1.0,0.0,11.0,NO,11,0
K > 24 month,5100.0,8.0,4602.0,1534.0,9.0,147.0,34.0,104.0,NO,36,0
K > 24 month,5200.0,2.0,5052.0,1684.0,7.0,112.0,343.0,66.0,NO,52,0
K > 24 month,4300.0,10.0,4799.0,1600.0,11.0,8.0,141.0,129.0,NO,50,0
K > 24 month,2000.0,1.0,1200.0,400.0,2.0,31.0,69.0,8.0,NO,13,0
K > 24 month,6000.0,2.0,7951.0,2650.0,21.0,7541.0,1955.0,383.0,NO,60,0
K > 24 month,23550.0,32.0,23550.0,7850.0,29.0,52057.0,1937.0,107.0,NO,62,0
K > 24 month,2350.0,6.0,2850.0,950.0,9.0,0.0,51.0,27.0,NO,54,0
E 6-9 month,5798.0,14.0,9812.0,3271.0,34.0,0.0,1044.0,32.0,NO,59,0
K > 24 month,12500.0,25.0,13000.0,4333.0,26.0,0.0,85.0,291.0,NO,56,0
K > 24 month,500.0,1.0,500.0,167.0,1.0,42.0,10.0,17.0,NO,35,0
K > 24 month,2000.0,4.0,2000.0,667.0,4.0,0.0,85.0,62.0,NO,62,0
K > 24 month,2700.0,5.0,2699.0,900.0,13.0,264.0,21.0,35.0,NO,58,0
K > 24 month,48300.0,81.0,49468.0,16489.0,77.0,57599.0,756.0,1847.0,NO,62,0
K > 24 month,1000.0,3.0,990.0,330.0,4.0,88.0,1.0,18.0,NO,13,0
K > 24 month,3100.0,8.0,3101.0,1034.0,9.0,725.0,1.0,82.0,NO,35,0
K > 24 month,5000.0,3.0,4998.0,1666.0,6.0,3061.0,48.0,242.0,NO,50,0
K > 24 month,2000.0,4.0,2001.0,667.0,3.0,848.0,21.0,50.0,NO,19,0
K > 24 month,4000.0,15.0,4101.0,1367.0,22.0,1083.0,6.0,9.0,NO,52,0
K > 24 month,2500.0,5.0,2450.0,817.0,5.0,4139.0,3.0,3.0,NO,32,0
K > 24 month,11700.0,22.0,12201.0,4067.0,24.0,3034.0,707.0,2.0,NO,49,0
K > 24 month,10000.0,34.0,10202.0,3401.0,37.0,50.0,796.0,218.0,NO,56,0
K > 24 month,5300.0,20.0,5298.0,1766.0,20.0,0.0,683.0,80.0,NO,60,0
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,0.0,19.0,NO,11,0
K > 24 month,1500.0,2.0,1501.0,500.0,3.0,468.0,28.0,0.0,NO,55,0
K > 24 month,4900.0,26.0,5001.0,1667.0,34.0,2263.0,2.0,0.0,NO,52,0
K > 24 month,7000.0,13.0,7498.0,2499.0,26.0,0.0,18.0,99.0,NO,40,0
K > 24 month,12300.0,24.0,12299.0,4100.0,24.0,0.0,172.0,285.0,NO,61,0
K > 24 month,10100.0,27.0,10190.0,3397.0,45.0,15219.0,0.0,30.0,NO,49,0
K > 24 month,20200.0,25.0,16453.0,5484.0,35.0,0.0,912.0,22.0,NO,62,0
K > 24 month,7000.0,10.0,7000.0,2333.0,15.0,7539.0,78.0,87.0,NO,50,0
K > 24 month,8300.0,38.0,8501.0,2834.0,40.0,7961.0,0.0,0.0,NO,35,0
K > 24 month,1000.0,2.0,1001.0,334.0,3.0,0.0,25.0,19.0,NO,16,0
K > 24 month,32700.0,58.0,34700.0,11567.0,60.0,5377.0,1315.0,915.0,NO,62,0
K > 24 month,2800.0,9.0,2800.0,933.0,9.0,0.0,182.0,51.0,NO,38,0
K > 24 month,4650.0,10.0,4749.0,1583.0,12.0,10209.0,16.0,22.0,NO,62,0
K > 24 month,2500.0,1.0,2529.0,843.0,27.0,860.0,33.0,41.0,NO,38,0
K > 24 month,21600.0,47.0,22101.0,7367.0,52.0,8276.0,6.0,50.0,NO,58,0
K > 24 month,4500.0,11.0,5000.0,1667.0,13.0,7.0,235.0,109.0,NO,33,0
K > 24 month,7500.0,6.0,7500.0,2500.0,7.0,0.0,293.0,360.0,NO,47,0
K > 24 month,11000.0,20.0,10514.0,3505.0,35.0,19356.0,4.0,1.0,NO,62,0
K > 24 month,10100.0,19.0,9953.0,3318.0,22.0,5941.0,93.0,77.0,NO,52,0
K > 24 month,6000.0,6.0,3990.0,1330.0,2.0,6998.0,48.0,76.0,NO,43,0
K > 24 month,800.0,3.0,801.0,267.0,5.0,153.0,7.0,29.0,NO,26,0
K > 24 month,800.0,4.0,800.0,267.0,4.0,0.0,240.0,10.0,NO,12,0
K > 24 month,6300.0,9.0,6110.0,2037.0,15.0,4.0,74.0,18.0,NO,32,0
K > 24 month,5900.0,28.0,6200.0,2067.0,30.0,6237.0,6.0,11.0,NO,54,0
K > 24 month,1000.0,2.0,999.0,333.0,4.0,1.0,133.0,10.0,NO,53,0
K > 24 month,3000.0,15.0,3248.0,1083.0,18.0,2.0,22.0,89.0,NO,35,0
K > 24 month,11100.0,26.0,11697.0,3899.0,28.0,0.0,177.0,21.0,NO,62,0
K > 24 month,3500.0,12.0,3748.0,1249.0,19.0,23.0,518.0,20.0,NO,45,0
K > 24 month,33500.0,63.0,34000.0,11333.0,64.0,12998.0,2877.0,2431.0,NO,60,0
K > 24 month,1500.0,2.0,417.0,139.0,3.0,64.0,26.0,32.0,NO,32,0
K > 24 month,1700.0,3.0,1995.0,665.0,4.0,0.0,1.0,30.0,NO,31,0
K > 24 month,45000.0,57.0,45515.0,15172.0,62.0,14102.0,589.0,1845.0,NO,62,0
K > 24 month,5000.0,8.0,4999.0,1666.0,11.0,19.0,10.0,76.0,NO,61,0
H 15-18 month,7000.0,51.0,6824.0,2275.0,66.0,3488.0,244.0,4.0,NO,57,0
K > 24 month,3000.0,3.0,3010.0,1003.0,5.0,5353.0,1.0,19.0,NO,62,0
K > 24 month,1000.0,2.0,900.0,300.0,2.0,0.0,14.0,18.0,NO,54,0
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,2.0,32.0,1.0,NO,38,0
K > 24 month,15000.0,3.0,12448.0,4149.0,6.0,1225.0,601.0,179.0,NO,58,0
K > 24 month,10800.0,20.0,11300.0,3767.0,22.0,0.0,270.0,294.0,NO,62,0
K > 24 month,5000.0,1.0,7999.0,2666.0,4.0,0.0,58.0,68.0,NO,44,0
K > 24 month,4400.0,6.0,4399.0,1466.0,10.0,8434.0,40.0,2.0,NO,62,0
K > 24 month,5200.0,11.0,5200.0,1733.0,11.0,0.0,6.0,73.0,NO,42,0
K > 24 month,25450.0,49.0,24763.0,8254.0,49.0,9183.0,530.0,77.0,NO,62,0
K > 24 month,1700.0,11.0,1592.0,531.0,12.0,148.0,806.0,18.0,NO,47,0
K > 24 month,4500.0,9.0,4499.0,1500.0,10.0,1412.0,40.0,98.0,NO,58,0
K > 24 month,2000.0,2.0,1980.0,660.0,2.0,5614.0,18.0,39.0,NO,38,0
G 12-15 month,8300.0,11.0,7730.0,2577.0,13.0,0.0,41.0,83.0,NO,35,0
I 18-21 month,500.0,1.0,510.0,170.0,2.0,475.0,2.0,20.0,NO,17,0
K > 24 month,500.0,1.0,992.0,331.0,2.0,824.0,0.0,24.0,NO,20,0
K > 24 month,20200.0,21.0,22121.0,7374.0,26.0,111077.0,6.0,62.0,NO,61,0
K > 24 month,700.0,2.0,700.0,233.0,2.0,1.0,1.0,10.0,NO,22,0
K > 24 month,950.0,3.0,786.0,262.0,5.0,818.0,127.0,28.0,NO,60,0
K > 24 month,9300.0,8.0,11031.0,3677.0,12.0,0.0,511.0,55.0,NO,59,0
K > 24 month,5000.0,1.0,5001.0,1667.0,5.0,552.0,29.0,6.0,NO,36,0
K > 24 month,16450.0,28.0,17591.0,5864.0,36.0,8643.0,273.0,370.0,NO,60,0
K > 24 month,3000.0,5.0,3001.0,1000.0,8.0,0.0,1.0,111.0,NO,18,0
K > 24 month,2100.0,4.0,2096.0,699.0,8.0,266.0,10.0,31.0,NO,44,0
K > 24 month,7500.0,15.0,7500.0,2500.0,16.0,1024.0,62.0,136.0,NO,30,0
K > 24 month,7500.0,7.0,8498.0,2833.0,17.0,15270.0,1.0,54.0,NO,46,0
K > 24 month,14000.0,14.0,14004.0,4668.0,15.0,64472.0,29.0,6.0,NO,58,0
K > 24 month,4650.0,13.0,4949.0,1650.0,27.0,0.0,1439.0,64.0,NO,32,0
K > 24 month,3000.0,6.0,2849.0,950.0,6.0,0.0,37.0,67.0,NO,34,0
K > 24 month,3000.0,6.0,3000.0,1000.0,6.0,0.0,3.0,63.0,NO,28,0
K > 24 month,2300.0,8.0,2284.0,761.0,8.0,1316.0,1036.0,39.0,NO,19,0
